"","Control__1","Control__2","Control__3","Dose0_005__1","Dose0_005__2","Dose0_005__3","Dose0_08__1","Dose0_08__2","Dose0_08__3","Dose2__1","Dose2__2","Dose2__3","Dose24__1","Dose24__2","Dose24__3"
"hsa-miR-425-3p",355.443514314827,598.401342775245,783.915177581641,310.919241161229,0,126.187721979073,0,21.7899930580596,1245.55050118137,454.91198934525,156.850086133019,224.141409545826,305.163346408714,237.834034318272,365.618803115528
"hsa-miR-425-5p",3198.99162883344,1662.22595215346,2525.94890554084,2487.35392928983,1454.79578097785,2305.02905481773,2164.12119885865,2200.78929886402,1067.61471529831,2756.23146485651,2917.41160207415,2390.84170182214,1363.06294729226,1694.56749451769,2524.51078341674
"hsa-miR-429",6457.22384338602,9773.88859866233,7577.84671662253,17544.7286083836,7718.49983796584,11567.2078480817,6806.51022221671,15536.2650503965,17734.2666596775,12175.5855971817,11701.0164255232,12215.7068202475,8422.50836088051,8324.19120113953,12657.3747554756
"hsa-miR-4488",236.962342876551,0,0,0,80.821987832103,260.78795875675,34.9051806267523,457.589854219253,177.935785883052,321.114345420176,250.96013781283,298.855212727768,3295.76414121411,2655.81338322071,8635.56792120484
"hsa-miR-449a",1481.01464297844,2127.64921875643,3658.27082871432,3642.19682503154,1050.68584181734,3491.19364142101,2966.94035327395,2963.43905589611,2609.7248596181,4950.51282522772,3795.77208441905,5678.24904182759,11291.0438171224,10573.7047757332,12901.1206242193
"hsa-miR-449b-5p",651.646442910516,2992.00671387622,522.61011838776,799.506620128874,0,555.22597670792,733.008793161799,196.109937522537,59.311928627684,615.469162055338,658.770361758678,859.208736592333,1179.96493944703,961.245888703017,1131.67724773854
"hsa-miR-449c-5p",4620.76568609275,2260.6272949287,2003.33878715308,2132.017653677,1010.27484790129,1884.40331488749,3909.38023019626,1525.29951406418,2935.94046707036,2729.4719360715,6211.26341086754,1793.13127636661,3804.36971856197,5955.76060938673,7765.04696140597
"hsa-miR-4516",0,465.423266602968,0,0,0,8.41251479860485,1012.25023817582,108.949965290298,385.527536079946,53.5190575700294,0,186.784507954855,325.507569502628,287.382791467912,731.237606231055
"hsa-miR-451a",6931.14852913912,10172.8228271792,9581.18550377561,3198.0264805155,7435.62288055348,950.614172242348,4467.8631202243,2832.69909754775,2283.50925216584,2809.75052242654,3042.89167098056,5416.75073069079,2237.86454033057,673.863097235105,887.931378994853
"hsa-miR-452-5p",473.924685753102,2194.13825684256,348.40674559184,222.08517225802,1212.32981748155,143.012751576282,523.577709401285,283.269909754775,652.431214904524,374.633402990206,533.290292852263,410.925917500681,101.721115469571,366.660802907336,191.514611155753
"hsa-miR-484",1007.08995722534,465.423266602968,348.40674559184,577.421447870853,686.986896572876,588.876035902339,139.620722507009,588.32981256761,830.367000787577,294.354816635162,501.920275625659,298.855212727768,325.507569502628,148.64627144892,487.49173748737
"hsa-miR-486-5p",592.405857191378,1396.2697998089,522.61011838776,621.838482322457,1131.50782964944,353.325621541404,837.724335042056,326.849895870895,563.463321962998,615.469162055338,1631.24089578339,224.141409545826,183.098007845228,118.917017159136,52.2312575879325
"hsa-miR-505-3p",651.646442910516,1063.82460937821,609.71180478572,799.506620128874,2384.24864104704,370.150651138613,209.431083760514,217.899930580596,1809.01382314436,240.835759065132,1819.46099914302,747.13803181942,366.196015690457,346.84130004748,591.954252663235
"hsa-miR-548b-5p",236.962342876551,66.4890380861383,609.71180478572,177.668137806416,161.643975664206,597.288550700944,314.146625640771,1242.0296043094,652.431214904524,321.114345420176,156.850086133019,635.067327046507,366.196015690457,445.93881434676,696.4167678391
"hsa-miR-574-5p",1599.49581441672,1529.24787598118,783.915177581641,888.340689032082,646.575902656824,269.200473555355,1291.49168318984,1002.33968067074,1097.27067961215,1552.05266953085,1505.76082687698,821.851835001362,3356.79681049586,2269.33307745351,3586.54635437137
"hsa-miR-598-3p",829.368200067929,0,87.1016863979601,0,121.232981748155,580.463521103734,0,1045.91966678686,563.463321962998,668.988219625367,1129.32062015773,74.713803181942,244.130677126971,307.202294327768,487.49173748737
"hsa-miR-619-5p",0,0,0,0,161.643975664206,50.4750887916291,2408.45746324591,675.489784799849,652.431214904524,428.152460560235,250.96013781283,971.279441365245,386.540238784371,208.104780028488,365.618803115528
"hsa-miR-642a-5p",236.962342876551,66.4890380861383,696.81349118368,621.838482322457,0,588.876035902339,872.629515668809,719.069770915968,1512.45418000594,535.190575700294,282.330155039433,747.13803181942,223.786454033057,416.209560056976,400.439641507483
"hsa-miR-652-3p",0,398.93422851683,2264.64384634696,133.251103354812,323.287951328412,420.625739930242,418.862167521028,196.109937522537,237.247714510736,642.228690840352,250.96013781283,224.141409545826,305.163346408714,416.209560056976,470.081318291393
"hsa-miR-660-5p",770.127614348791,0,0,399.753310064437,0,597.288550700944,244.336264387266,370.429881987014,118.623857255368,374.633402990206,250.96013781283,485.639720682623,264.474900220886,327.021797187624,121.872934371843
"hsa-miR-663a",0,0,0,0,323.287951328412,168.250295972097,802.819154415304,174.319944464477,0,53.5190575700294,219.590120586226,485.639720682623,935.834262320057,703.592351524889,870.520959798875
"hsa-miR-7-1-3p",118.481171438276,398.93422851683,0,44.4170344516041,484.931926992618,50.4750887916291,69.8103612535047,326.849895870895,148.27982156921,374.633402990206,250.96013781283,0,61.0326692817428,158.556022878848,87.0520959798875
"hsa-miR-708-5p",0,332.445190430692,0,310.919241161229,282.876957412361,143.012751576282,34.9051806267523,152.529951406418,266.903678824578,615.469162055338,407.810223945848,821.851835001362,264.474900220886,247.7437857482,69.64167678391
"hsa-miR-744-5p",947.849371506204,132.978076172277,609.71180478572,399.753310064437,565.753914824721,235.550414360936,628.293251281542,479.379847277312,504.151393335314,187.316701495103,313.700172266037,635.067327046507,203.442230939143,99.0975142992801,208.92503035173
"hsa-miR-7704",296.202928595689,0,0,88.8340689032082,40.4109939160515,8.41251479860485,174.525903133762,87.1599722322386,118.623857255368,26.7595287850147,62.7400344532074,0,874.801593038314,317.112045757696,1775.86275798971
"hsa-miR-874-3p",0,0,174.20337279592,533.004413419249,40.4109939160515,159.837781173492,69.8103612535047,130.739958348358,504.151393335314,214.076230280117,533.290292852263,0,61.0326692817428,118.917017159136,104.462515175865
"hsa-miR-92a-3p",5805.5774004755,11103.6693603851,4355.084319898,8661.3217180628,6223.29306307193,6208.43592137038,4851.82010711858,7321.43766750804,5367.72954080541,10382.6971685857,5489.75301465565,5342.03692750885,8056.31234519005,5460.27303789033,4039.21725346678
"hsa-miR-92b-3p",21563.5732017662,20811.0689209613,23865.8620730411,35311.5423890253,25701.3921306088,31698.3557611431,33508.9734016823,50988.5837558596,40243.1435738836,33877.5634418286,31620.9773644165,35899.9824289231,22521.0549649631,21434.7923429343,29336.5563452221
"hsa-miR-92b-5p",0,731.379418947522,1829.13541435716,1066.0088268385,525.34292090867,858.076509457694,314.146625640771,1568.87950018029,741.399107846051,642.228690840352,1192.06065461094,1270.13465409301,447.572908066114,247.7437857482,383.029222311505
"hsa-miR-93-5p",6220.26150050947,4188.80939942671,8797.27032619397,5774.21447870853,7637.67785013373,12702.8973458933,5898.97552592115,6319.0979868373,8155.39018630656,7546.18711737414,7466.06409993168,10422.5755438809,10721.4055704928,8462.92772115852,9192.70133547612
"hsa-miR-96-5p",592.405857191378,398.93422851683,261.30505919388,177.668137806416,525.34292090867,673.001183888388,488.672528774533,0,177.935785883052,615.469162055338,31.3700172266037,37.356901590971,1037.55537778963,525.216825786184,278.56670713564
"hsa-miR-98-5p",414.684100033964,398.93422851683,87.1016863979601,177.668137806416,242.465963496309,117.775207180468,314.146625640771,544.749826451491,0,668.988219625367,784.250430665093,635.067327046507,671.359362099171,574.765582935824,522.312575879325
"hsa-miR-9901",0,930.846533205937,0,88.8340689032082,80.821987832103,176.662810770702,802.819154415304,0,88.9678929415261,588.709633270323,1223.43067183754,821.851835001362,1505.47250894966,842.328871543881,1305.78143969831
"hsa-miR-99a-5p",9300.77195790463,10771.2241699544,8535.96526700009,10571.2541994818,12365.7641383118,13998.4246248785,10401.7438267722,10589.936626217,15213.509693001,12068.5474820416,13740.0675452524,12514.5620329753,11616.5513866251,12248.452767391,15843.4814683395
"hsa-miR-99b-5p",177.721757157413,265.956152344553,783.915177581641,1110.4258612901,121.232981748155,109.362692381863,0,65.369979174179,237.247714510736,749.266805980411,533.290292852263,747.13803181942,427.2286849722,287.382791467912,574.543833467258
