"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-5663202","R-HSA-5663202","Diseases of signal transduction by growth factor receptors and second messengers","160/2421","453/11287",0.353200883002208,1.64666599192314,7.34071328503331,3.02276930100825e-12,5.21125427493823e-09,3.77660052393462e-09,"9759/7157/1956/89780/4916/139285/9451/5604/80853/2280/842/4478/6400/4089/6249/79412/1051/5170/2475/6711/1027/6233/5529/27044/1499/3065/3690/57085/4170/11064/5291/22872/161742/10817/54567/2308/3265/2335/9612/1387/182/4233/2065/79109/5294/7409/8658/5700/1487/9530/5155/5728/57534/7415/5704/23164/5903/207/6774/2247/3717/192669/5706/3082/55869/102/6934/5528/10827/2309/4193/5599/7048/27436/4040/8323/891/5894/2305/7170/940/4893/5501/5684/3799/5245/2261/1786/5695/8850/5689/5925/5295/11052/7046/8074/10014/55914/5435/4087/2099/5437/5515/55294/11047/2033/1848/7535/5434/5908/1445/142678/9846/200734/7314/1024/8322/1452/4851/6868/4609/4869/5293/7855/5156/6199/8087/2885/5436/27161/22943/3725/5713/84335/808/1849/324/7979/3726/7414/7525/2254/4296/26523/408/3662/3845/2932/2534/7171/4686/6714/1026/7040/8036/2263/2064/5527/1385/9965",160
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling","54/2421","104/11287",0.519230769230769,2.42071775807835,7.60586951240546,6.73267907258713e-12,5.80356936057011e-09,4.20585178374928e-09,"7157/596/6624/3383/6367/7124/3569/3598/6347/4170/10538/4313/2308/3976/2335/595/3162/7076/207/6774/2247/3717/6097/3082/2309/79923/6657/3091/240/3689/5295/4314/301/6778/3687/948/4988/3592/4582/3312/4609/7422/3570/7431/4843/5743/3726/1278/2353/3662/5451/356/1026/7040",54
"R-HSA-3700989","R-HSA-3700989","Transcriptional Regulation by TP53","131/2421","356/11287",0.367977528089888,1.71555653017371,7.16873547819003,1.23714136429378e-11,7.10943904014161e-09,5.15221668092531e-09,"7157/79370/1820/1029/1350/5111/5170/904/64769/2475/83990/1027/6233/4513/27113/83667/3065/7001/79813/472/9167/1025/4514/5571/51616/54205/57103/5875/64121/4512/25946/94241/90809/1387/7936/1351/79109/7832/6875/9997/2539/11200/581/79837/5728/7874/207/9377/192669/1386/4850/639/6117/1432/51224/4193/8795/891/8738/8148/983/28984/9540/4331/637/387893/9212/5892/8851/6880/5562/3622/144455/9134/55367/54541/5435/51497/2936/4292/8445/5437/835/54815/5515/58528/672/6119/6884/1643/27327/64065/27244/2033/5434/6829/85456/55240/80010/7314/1017/1111/5565/4869/6923/2176/204851/7531/5436/27161/3725/5366/898/5457/9891/1647/10397/23112/2810/4194/7296/1457/1121/2177/26523/2353/7533/7534/1026/839/5527",131
"R-HSA-9006936","R-HSA-9006936","Signaling by TGFB family members","66/2421","158/11287",0.417721518987342,1.9474691387072,6.26713571350493,5.57121168829804e-09,2.40119223765646e-06,1.74014611154406e-06,"387/11167/2280/4089/904/6667/4325/6233/91/3065/6497/3690/1025/5914/4092/9612/4656/9958/7514/7076/64388/2247/192669/9110/4086/7048/5501/7046/5499/6925/4087/2200/658/23439/650/27327/8239/10273/2033/7314/1024/142/4613/4091/7049/4609/23645/657/54778/3623/27161/5045/6938/23112/6498/3726/4093/57530/4221/1278/26523/408/94/659/7040/93",66
"R-HSA-166520","R-HSA-166520","Signaling by NTRKs","57/2421","134/11287",0.425373134328358,1.98314191126154,5.98241191419172,2.79914017166462e-08,9.36987156112786e-06,6.79035410287576e-06,"4916/387/10221/5604/160/5800/4209/6722/3727/5291/10817/25759/3265/7074/581/4208/6774/1386/3398/1398/2152/5528/1432/4893/3397/8851/5295/163/1846/6456/8061/5515/3399/6016/1399/2033/1848/7425/1845/1795/1960/5978/1211/2885/5045/23237/2354/1849/6938/3726/10126/2353/3845/2534/6714/6195/1385",57
"R-HSA-8939211","R-HSA-8939211","ESR-mediated signaling","83/2421","222/11287",0.373873873873874,1.74304601999769,5.84278686939321,3.26097618136701e-08,9.36987156112786e-06,6.79035410287576e-06,"1956/857/596/8877/3014/8970/5170/904/8367/6667/1027/55970/554313/3065/6722/3727/1025/8363/4602/4313/2773/3265/1387/8347/595/7514/121504/2782/9687/207/192669/1386/8359/2783/5469/2309/4893/2771/6387/1509/7528/2784/8850/3021/5295/4314/8346/5435/2099/5437/55625/27327/2033/5434/8349/858/8370/2958/10681/4609/3480/8337/5436/1105/27161/2354/3725/865/808/10274/3169/23112/2957/3838/85236/861/26523/2353/5451/3845/5885/6714/1385",83
"R-HSA-449147","R-HSA-449147","Signaling by Interleukins","146/2421","456/11287",0.320175438596491,1.49269730501388,5.61218378142477,5.50135849029961e-08,1.35490600532522e-05,9.81901565272218e-06,"7157/596/6624/5604/3383/4001/4478/6367/7124/3569/6233/6773/3598/6347/6804/4170/3575/6950/7189/3181/10538/5291/6416/4313/351/2308/3976/2335/163702/552900/5478/3562/595/84818/3146/3162/7409/5700/9097/5704/4208/7076/207/6774/2247/3717/6097/3568/1386/26525/5706/3082/58985/1398/64806/5528/1432/2309/5599/836/79923/6657/1271/55540/3091/11274/5684/9683/240/5695/1154/5689/6352/3689/5295/2357/4314/28511/3458/4790/375/841/10454/5055/301/1846/3656/6778/7850/5783/5515/9173/3687/948/11047/4988/1399/1848/200081/5908/1845/9846/3977/3592/7314/6845/6175/920/4582/3312/4609/5293/7422/9244/3557/2885/3570/3725/5713/3635/53832/7431/1849/4843/7979/5743/6885/3726/29760/7525/759/1278/2353/5609/3662/5451/2534/7534/57161/356/6195/1026/654483/829/7040/1385",146
"R-HSA-1257604","R-HSA-1257604","PIP3 activates AKT signaling","93/2421","263/11287",0.35361216730038,1.64858344994605,5.56131748278805,1.10441499698663e-07,2.38001431850618e-05,1.72479845504159e-05,"7157/1956/4916/842/23396/5170/2475/1027/6233/5529/3065/7189/80012/5291/64121/2308/4233/2065/79109/5294/7409/8658/5700/79837/5155/5728/5704/7874/207/2247/192669/1386/5706/23186/3082/11060/5528/2309/4193/57761/940/57167/5684/2261/5695/23035/5689/6615/5295/8074/10014/2099/54815/5515/58528/9173/23466/27327/10273/7101/11047/6045/3643/2146/9846/7314/331/5293/8726/5156/5978/6199/2885/27161/3725/5713/84335/7979/23112/1457/2254/26523/2932/2534/2444/6714/1026/2263/2064/5527/1385/9965/57504",93
"R-HSA-453279","R-HSA-453279","Mitotic G1 phase and G1/S transition","57/2421","139/11287",0.410071942446043,1.9118058712881,5.65216535466132,1.2985153777402e-07,2.48737834580457e-05,1.80260525938365e-05,"7083/1871/1021/1029/5111/51053/1019/84515/1027/6233/3065/5753/7465/990/595/5700/5422/5704/207/3717/5706/6117/26271/891/983/4331/5684/993/5695/5000/5689/5925/5520/9134/7298/1032/4172/25/5515/6119/1859/11047/7314/1017/4176/4609/6241/23594/5713/54107/898/1870/7979/4171/6714/1026/894",57
"R-HSA-187037","R-HSA-187037","Signaling by NTRK1 (TRKA)","49/2421","115/11287",0.426086956521739,1.98646983819119,5.55610982812509,2.44025909045598e-07,4.20700667194611e-05,3.04882140905636e-05,"387/10221/5604/160/4209/6722/3727/5291/25759/3265/4208/6774/1386/3398/1398/2152/5528/1432/4893/3397/8851/5295/163/1846/6456/8061/5515/3399/6016/1399/2033/1848/7425/1845/1960/5978/1211/2885/23237/2354/1849/6938/3726/10126/2353/3845/6714/6195/1385",49
"R-HSA-9006925","R-HSA-9006925","Intracellular signaling by second messengers","103/2421","305/11287",0.337704918032787,1.57442189584307,5.31427152394417,3.17207823623445e-07,4.97151170842563e-05,3.60285887662043e-05,"7157/1956/4916/842/23396/5170/2475/1027/6233/5529/3065/7189/80012/5291/64121/5581/2308/4233/3708/2065/79109/5294/7409/8658/5700/79837/5155/5728/5704/7874/207/2247/192669/1386/5706/23186/3082/11060/5528/2309/4193/57761/940/57167/5684/2261/5695/23035/5689/6615/5295/5580/8074/10014/5576/2099/54815/5515/58528/9173/814/23466/27327/10273/7101/11047/6045/3643/2146/156/9846/7314/331/5293/8726/5156/5978/6199/2885/27161/3725/5713/84335/808/7979/23112/10645/3838/1457/2254/26523/2932/2534/2444/6714/1026/2263/2064/5527/1385/9965/5613/57504",103
"R-HSA-8878159","R-HSA-8878159","Transcriptional regulation by RUNX3","39/2421","86/11287",0.453488372093023,2.11421861041469,5.41994387431817,5.9626629525947e-07,8.56635910856105e-05,6.2080479268088e-05,"9759/7157/463/4089/1029/864/6233/1499/10413/1387/182/595/7005/5700/1490/5704/6097/5706/6934/2309/4193/5684/5695/8850/5689/11047/2033/7314/4851/4609/51176/5713/865/7979/861/3845/6714/1026/7040",39
"R-HSA-388841","R-HSA-388841","Regulation of T cell activation by CD28 family","91/2421","265/11287",0.343396226415094,1.60095547606244,5.172953621931,6.75222776220953e-07,8.95449281696095e-05,6.48932876423582e-05,"3014/8970/6400/1019/5170/8367/2475/467/6233/5529/1499/554313/10413/3727/5571/151888/8363/5291/84061/1387/8347/79109/595/7005/5294/58508/121504/7409/5700/7415/5704/207/6774/6184/192669/8359/5706/6934/5528/57761/4780/940/3091/7991/5684/5695/5689/3021/5295/5562/8346/4790/5515/27327/3120/11047/2033/1445/2146/8349/142678/7314/920/8370/4613/79139/5565/4609/5293/8726/23476/51176/8337/29126/2885/27161/2354/3725/5713/7979/23112/7525/85236/1457/26523/2353/5058/2932/2534/6714/5527",91
"R-HSA-9856651","R-HSA-9856651","MITF-M-dependent gene expression","44/2421","103/11287",0.427184466019417,1.99158656256141,5.2826789808347,9.08400300816998e-07,0.000111863008472036,8.10672199274718e-05,"596/23405/1029/1499/3065/727936/523/4233/529/595/8110/3673/8193/192669/6603/6934/1432/7020/891/9275/6657/8289/672/23411/27327/6599/1017/3978/999/51176/27161/9114/6605/23112/26523/4644/5873/3662/4171/4308/1026/605/1385/994",44
"R-HSA-8878166","R-HSA-8878166","Transcriptional regulation by RUNX2","45/2421","107/11287",0.420560747663551,1.9607059722753,5.21753092416026,1.16081242982157e-06,0.000133416041934159,9.6686722099317e-05,"9759/4089/1019/367/6233/3678/8493/10413/2736/595/581/5700/5704/207/59269/5706/579/4086/23314/891/983/121340/5684/860/5695/5689/5925/2099/4322/25/650/10273/11047/7314/632/4091/5713/865/7979/2101/7525/861/2932/6714/1026",45
"R-HSA-2559583","R-HSA-2559583","Cellular Senescence","71/2421","196/11287",0.362244897959184,1.68883030287704,5.08344912483308,1.25881807443528e-06,0.000135637647520401,9.82967216077514e-05,"27338/7157/1871/3014/4001/1021/8970/119504/1029/9448/3569/1019/1051/8367/6667/1027/6233/554313/23135/79813/472/80012/8363/6416/8347/3007/121504/6774/192669/8359/3456/1432/4193/5599/7324/57634/3397/5925/3021/26277/9134/8346/4790/1032/23466/27327/6045/2146/8349/7314/1017/8370/51343/8726/8337/3725/898/1870/2113/64682/23112/4194/3159/8091/85236/26523/2353/5609/7014/6195/1026",71
"R-HSA-198725","R-HSA-198725","Nuclear Events (kinase and transcription factor activation)","30/2421","61/11287",0.491803278688525,2.29284742113068,5.29057927405643,1.45171109715743e-06,0.000147220584205848,0.000106690885938847,"10221/4209/6722/3727/4208/1386/3398/2152/5528/1432/3397/8851/1846/8061/5515/3399/2033/1848/7425/1845/1960/5978/23237/2354/1849/6938/3726/2353/6195/1385",30
"R-HSA-9006931","R-HSA-9006931","Signaling by Nuclear Receptors","98/2421","296/11287",0.331081081081081,1.54354075264856,4.9517979673177,1.68350553003841e-06,0.000161242418543679,0.000116852521528468,"1956/857/1382/596/8877/3014/8970/5163/5170/904/8367/6667/1027/55970/5161/554313/3065/6722/5105/3727/1025/8050/8363/5914/4602/4313/51109/2773/3265/9612/1387/8347/9682/595/7514/121504/19/2782/9687/207/192669/1386/8359/2783/5469/2309/4893/2771/6387/1509/7528/2784/8850/3021/5295/56603/4314/8346/5435/2099/5437/55625/27327/2033/5434/8349/858/8370/2958/10681/4609/3480/10123/8337/5436/1105/27161/2354/3725/6257/865/808/10274/3169/23112/2957/3838/85236/861/2194/26523/2353/5451/3845/5885/5166/6714/1385",98
"R-HSA-9755511","R-HSA-9755511","KEAP1-NFE2L2 pathway","46/2421","113/11287",0.407079646017699,1.89785541701849,5.01238993976563,2.63280078342385e-06,0.000238892028980143,0.000173125262021667,"139285/9451/596/1029/4363/6667/6233/83667/6347/1387/2539/3162/5700/7415/5704/207/9429/5706/4780/23657/5684/5695/5689/5580/7086/4790/2936/10061/672/27244/11047/2033/9817/7314/4851/4609/7975/5713/2938/571/7979/7296/1457/4097/2932/1026",46
"R-HSA-9730414","R-HSA-9730414","MITF-M-regulated melanocyte development","58/2421","154/11287",0.376623376623377,1.75586454025116,4.93516618951022,2.85169416152582e-06,0.000245816036723526,0.000178143096479898,"89780/596/23405/1029/1499/3065/727936/523/1387/4233/529/595/7514/8110/3673/8193/192669/6603/6934/1432/7020/891/9275/6657/3397/7329/8289/672/23411/5859/27327/2033/6599/1017/3978/999/51176/7531/27161/9114/6605/23112/1906/7942/26523/4644/5873/3662/7533/2932/7534/4171/4308/6195/1026/605/1385/994",58
"R-HSA-2559585","R-HSA-2559585","Oncogene Induced Senescence","19/2421","33/11287",0.575757575757576,2.68425268797016,5.06307450073077,6.54969105223866e-06,0.000537209122079,0.000389315919904917,"7157/1871/1021/1029/1019/6667/6233/192669/4193/3397/5925/1032/27327/7314/1870/2113/23112/4194/26523",19
"R-HSA-5357801","R-HSA-5357801","Programmed Cell Death","69/2421","197/11287",0.350253807106599,1.63292636134332,4.68299914619716,6.85533682467401e-06,0.000537209122079,0.000389315919904917,"7157/596/4001/842/1029/6233/27113/2620/1499/1687/54205/5534/3837/51765/56616/3007/1612/3146/91782/581/5700/5704/207/6774/840/5706/115209/5599/90427/8795/7099/836/6386/637/5684/5695/5071/5689/3836/5580/2319/841/8837/51652/10273/11047/28988/7314/8743/331/79643/999/837/7082/100526767/7531/5713/5366/7431/324/7979/2810/7533/7332/7534/356/8473/839/578",69
"R-HSA-170834","R-HSA-170834","Signaling by TGF-beta Receptor Complex","39/2421","94/11287",0.414893617021277,1.93428511165599,4.75306394746627,8.70237204628154e-06,0.000649745293259775,0.000470870981435272,"387/2280/4089/904/6667/6233/3065/6497/3690/1025/4092/9612/9958/7514/9110/7048/5501/7046/5499/4087/2200/23439/8239/10273/2033/7314/1024/142/7049/4609/23645/54778/5045/6498/3726/57530/4221/1278/7040",39
"R-HSA-9031628","R-HSA-9031628","NGF-stimulated transcription","21/2421","39/11287",0.538461538461538,2.51037397134051,4.93722246695662,9.04517809642378e-06,0.000649745293259775,0.000470870981435272,"10221/4209/6722/3727/1386/3398/2152/3397/8851/8061/3399/2033/7425/1960/5978/23237/2354/6938/3726/2353/1385",21
"R-HSA-69620","R-HSA-69620","Cell Cycle Checkpoints","94/2421","292/11287",0.321917808219178,1.50082044666248,4.53084718103748,1.01657647018422e-05,0.000678019054969892,0.00049136100123752,"27338/7157/3014/8970/119504/1029/6249/79172/55166/84515/8367/83990/1027/6233/5529/554313/472/8363/7465/23332/25946/990/8347/7514/29086/1783/121504/11200/5700/81565/5704/5903/348995/8359/5706/6117/5528/1432/4193/79019/4085/891/983/7324/5905/10726/11130/5501/9212/5684/993/5695/5000/5689/9134/57405/8346/51588/9793/4172/5515/672/6119/11047/79023/8349/80010/7314/1017/8370/4176/1452/25936/1111/54821/11243/7531/23594/5713/898/7979/64682/2810/4194/85236/7533/2932/7534/4171/1026/401541/5527/165918/7336",94
"R-HSA-9018519","R-HSA-9018519","Estrogen-dependent gene expression","55/2421","149/11287",0.369127516778524,1.72091791899182,4.6289117603779,1.02253453765761e-05,0.000678019054969892,0.00049136100123752,"596/3014/8970/904/8367/6667/554313/3065/3727/1025/8363/4602/1387/8347/595/121504/9687/192669/1386/8359/5469/6387/1509/7528/8850/3021/8346/5435/2099/5437/27327/2033/5434/8349/8370/2958/4609/8337/5436/1105/27161/2354/3725/865/10274/3169/23112/2957/3838/85236/861/26523/2353/5451/5885",55
"R-HSA-4791275","R-HSA-4791275","Signaling by WNT in cancer","19/2421","34/11287",0.558823529411765,2.60530407950045,4.89853440464457,1.18670950455473e-05,0.000757735994760132,0.000549131937118758,"89780/139285/79412/5529/1499/8658/1487/6934/5528/4040/8323/5515/8322/1452/7855/22943/324/2932/5527",19
"R-HSA-162587","R-HSA-162587","HIV Life Cycle","55/2421","150/11287",0.366666666666667,1.70944513286521,4.57071231761242,1.28221724958792e-05,0.000789479477960561,0.000572136467115074,"9972/2960/904/6233/1104/1025/51616/7520/9688/7936/23511/5478/6875/7514/91782/5903/348995/3981/8480/27183/55706/51224/79720/8148/5905/4331/3836/6880/7852/5435/51497/5437/9525/51652/6884/155382/5434/6829/79023/8731/7314/3978/920/79643/2958/11097/6923/100526767/5436/5045/10762/23165/3159/2957/4686",55
"R-HSA-9909648","R-HSA-9909648","Regulation of PD-L1(CD274) expression","67/2421","194/11287",0.345360824742268,1.61011467528541,4.47910645055086,1.57229599835284e-05,0.000934702862469065,0.000677379980689141,"3014/8970/6400/1019/8367/467/6233/1499/554313/10413/3727/5571/8363/84061/1387/8347/595/7005/58508/121504/5700/7415/5704/6774/6184/192669/8359/5706/6934/4780/3091/7991/5684/5695/5689/3021/5562/8346/4790/27327/11047/2033/2146/8349/142678/7314/8370/4613/79139/5565/4609/8726/23476/51176/8337/29126/27161/2354/3725/5713/7979/23112/85236/1457/26523/2353/2932",67
"R-HSA-9659787","R-HSA-9659787","Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects","12/2421","17/11287",0.705882352941177,3.29091041621109,4.93939961711036,1.92186200756469e-05,0.00106880325840049,0.000774562654727911,"1871/1021/1019/1027/595/5925/9134/1017/898/1870/1026/894",12
"R-HSA-9661069","R-HSA-9661069","Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)","12/2421","17/11287",0.705882352941177,3.29091041621109,4.93939961711036,1.92186200756469e-05,0.00106880325840049,0.000774562654727911,"1871/1021/1019/1027/595/5925/9134/1017/898/1870/1026/894",12
"R-HSA-9759194","R-HSA-9759194","Nuclear events mediated by NFE2L2","36/2421","87/11287",0.413793103448276,1.92915438191685,4.54613207281844,2.04521110865455e-05,0.00110185748478764,0.00079851708145629,"596/1029/4363/6667/6233/6347/1387/2539/3162/5700/5704/9429/5706/4780/23657/5684/5695/5689/7086/4790/2936/10061/11047/2033/9817/7314/4851/4609/7975/5713/2938/571/7979/7296/4097/2932",36
"R-HSA-5628897","R-HSA-5628897","TP53 Regulates Metabolic Genes","35/2421","84/11287",0.416666666666667,1.94255128734683,4.53086393466761,2.22149484756849e-05,0.00113205588595818,0.000820401889156255,"7157/1350/2475/4513/83667/7001/9167/4514/5571/54205/57103/64121/4512/1351/9997/2539/5728/207/9377/192669/5562/54541/2936/58528/27327/27244/5565/7531/27161/23112/2810/7296/26523/7533/7534",35
"R-HSA-69206","R-HSA-69206","G1/S Transition","46/2421","121/11287",0.380165289256198,1.7723773729181,4.46351470697579,2.23259281453469e-05,0.00113205588595818,0.000820401889156255,"7083/5111/51053/1019/84515/1027/6233/3065/5753/7465/990/595/5700/5422/5704/207/5706/6117/26271/891/983/4331/5684/993/5695/5000/5689/5925/9134/7298/4172/5515/6119/11047/7314/1017/4176/4609/6241/23594/5713/54107/898/7979/4171/1026",46
"R-HSA-9735871","R-HSA-9735871","SARS-CoV-1 targets host intracellular signalling and regulatory pathways","11/2421","15/11287",0.733333333333333,3.41889026573041,4.89851971725927,2.48429661963013e-05,0.00121890896302605,0.000883344389954441,"857/4089/5170/6667/5706/7329/2033/7531/2810/7533/7534",11
"R-HSA-162906","R-HSA-162906","HIV Infection","73/2421","219/11287",0.333333333333333,1.55404102987746,4.3264627041934,2.67181331049716e-05,0.00121890896302605,0.000883344389954441,"9972/160/2960/904/6233/1104/1025/51616/7520/9688/3837/7936/23511/5478/6875/7514/91782/5700/5704/5903/348995/3981/8480/27183/5706/55706/51224/79720/8148/940/5905/4331/5684/5695/5689/3836/6880/163/7852/5435/375/51497/5437/9525/51652/6884/155382/11047/5434/6829/79023/8731/7314/3978/920/79643/2958/11097/4869/6923/130340/100526767/5436/5045/5713/10762/292/7979/23165/3159/2957/2534/4686",73
"R-HSA-69231","R-HSA-69231","Cyclin D associated events in G1","23/2421","47/11287",0.48936170212766,2.28146449067117,4.60019142361654,2.68669028973259e-05,0.00121890896302605,0.000883344389954441,"1871/1021/1029/1019/1027/6233/5753/595/3717/4331/5925/5520/9134/1032/25/5515/7314/1017/898/1870/6714/1026/894",23
"R-HSA-69236","R-HSA-69236","G1 Phase","23/2421","47/11287",0.48936170212766,2.28146449067117,4.60019142361654,2.68669028973259e-05,0.00121890896302605,0.000883344389954441,"1871/1021/1029/1019/1027/6233/5753/595/3717/4331/5925/5520/9134/1032/25/5515/7314/1017/898/1870/6714/1026/894",23
"R-HSA-201681","R-HSA-201681","TCF dependent signaling in response to WNT","73/2421","220/11287",0.331818181818182,1.54697720701438,4.28123600286223,3.17349781362282e-05,0.00140284877709891,0.0010166457338441,"89780/139285/857/3014/8970/9757/1857/864/79412/8367/84133/6233/5529/1499/554313/3065/8363/1387/8347/7514/1855/121504/8658/8607/5700/1487/5704/207/8359/6659/5706/8295/6934/5528/4040/8323/9101/6657/8313/5684/7474/5695/5689/3021/8346/5515/7091/25776/11047/2033/8349/6658/7314/8370/8322/331/1452/4609/7855/51176/8321/8337/22943/5713/324/7979/85236/1457/4221/2932/7534/23401/5527",73
"R-HSA-5218859","R-HSA-5218859","Regulated Necrosis","26/2421","57/11287",0.456140350877193,2.12658246193758,4.4556809957548,3.89323410953309e-05,0.00167798390120876,0.00121603639855666,"7157/6233/1687/54205/3146/91782/581/8795/836/6386/5071/2319/841/8837/51652/10273/7314/8743/331/79643/837/100526767/7332/356/8473/578",26
"R-HSA-9679506","R-HSA-9679506","SARS-CoV Infections","123/2421","415/11287",0.296385542168675,1.38178587957779,4.14088092942594,4.09609243888919e-05,0.00172235691820609,0.00124819356272471,"1915/23193/857/9972/2280/160/51114/6201/4089/5170/63982/6667/6233/6773/3065/7555/10146/7189/10802/3339/84061/9688/3837/1387/2239/23511/5478/84818/5348/6192/91782/7409/3455/7415/5903/348995/207/6184/3717/6632/9360/9908/8480/5706/3456/23186/25921/55706/51128/4780/6606/3454/143/6607/8829/26007/6231/7991/59272/7096/5094/7329/5925/163/64135/2817/4790/10454/3460/6187/3656/2530/54815/6206/22863/51652/23367/2033/79023/9817/7314/56965/79643/1452/57617/5648/11097/4869/7422/476/11253/23476/5978/4124/6628/7082/478/2885/100526767/7531/6189/5045/3570/10762/30849/6885/23165/2810/3838/6234/29760/7187/6385/57101/861/6229/7533/2932/7534/9868/65082/9672/57504",123
"R-HSA-109581","R-HSA-109581","Apoptosis","58/2421","167/11287",0.347305389221557,1.61918047424358,4.21237133393495,4.75563947554354e-05,0.00191161060523863,0.00138534587498876,"7157/596/4001/842/1029/6233/27113/2620/1499/1687/54205/5534/3837/51765/56616/3007/1612/3146/581/5700/5704/207/6774/840/5706/115209/5599/90427/8795/7099/836/637/5684/5695/5689/3836/5580/841/8837/11047/28988/7314/8743/331/999/7082/7531/5713/5366/7431/324/7979/2810/7533/7534/356/839/578",58
"R-HSA-4641262","R-HSA-4641262","Disassembly of the destruction complex and recruitment of AXIN to the membrane","17/2421","31/11287",0.548387096774194,2.55664814592744,4.53505770647439,4.76793828452791e-05,0.00191161060523863,0.00138534587498876,"89780/139285/857/1857/5529/1499/1855/5528/4040/5515/1452/7855/8321/324/2932/23401/5527",17
"R-HSA-9009391","R-HSA-9009391","Extra-nuclear estrogen signaling","32/2421","77/11287",0.415584415584416,1.93750569958748,4.3134029121628,5.23856119612343e-05,0.00204654338484452,0.00148313177820332,"1956/857/596/8877/5170/1027/55970/6722/4313/2773/3265/595/7514/2782/207/2783/2309/4893/2771/2784/5295/4314/2099/55625/858/10681/3480/808/2353/3845/6714/1385",32
"R-HSA-5688426","R-HSA-5688426","Deubiquitination","89/2421","284/11287",0.313380281690141,1.46101744710311,4.11172943758637,5.36355371616212e-05,0.00204654338484452,0.00148313177820332,"7157/440689/387/283899/8970/4089/10868/54764/367/6233/57559/23770/7189/8314/51616/4092/29844/56957/8347/51651/9958/29086/8658/8607/5700/9097/5728/7415/5704/78990/7874/5706/8295/4086/79913/4193/7048/9101/983/8313/3416/3091/93973/11274/5684/10474/993/7528/5695/5071/8850/5689/7046/9960/64135/7416/8346/114785/10454/4087/2099/9929/7128/672/1643/8239/11047/2033/27430/8349/9817/7314/23326/55611/4609/55432/8337/5713/324/7979/84132/6885/4194/85236/7187/408/9868/8473/7040",89
"R-HSA-195721","R-HSA-195721","Signaling by WNT","98/2421","319/11287",0.307210031347962,1.43225098051402,4.092334848709,5.49205644676575e-05,0.00204654338484452,0.00148313177820332,"89780/139285/857/3014/387/160/8970/9757/1857/864/79412/54764/8367/84133/6233/5529/55970/5330/1499/554313/3065/8363/5534/7976/1387/8347/3708/7514/1855/121504/8658/8607/5700/1487/5704/2782/207/192669/8359/6659/5706/8295/50999/2783/6934/5528/4040/8323/9101/6657/8313/5684/7474/2784/5695/5689/3021/163/8346/5515/7091/27327/25776/11047/2033/8349/6658/7314/8370/8322/79971/331/1452/10681/4609/7855/51176/8321/1211/8337/27161/22943/5713/808/324/7979/6885/23112/85236/1457/4221/26523/57216/3845/2932/7534/23401/5527",98
"R-HSA-4839726","R-HSA-4839726","Chromatin organization","112/2421","374/11287",0.299465240641711,1.39614381293804,4.07117860088665,5.57932361297521e-05,0.00204654338484452,0.00148313177820332,"440689/3014/80853/55870/8970/9757/10263/6839/1019/64769/8367/23394/10992/57325/10523/22807/1499/554313/3481/3065/23135/5105/79813/121536/10320/8363/10291/9612/1387/8347/9682/4656/6638/10902/595/58508/8110/8085/121504/8607/23450/10943/8193/64919/3717/56970/1386/8359/6632/80205/8295/23186/7182/51562/55869/6603/22806/4780/9275/8313/57634/387893/55683/10474/1665/7329/8850/11335/3021/6880/10946/84991/23168/6925/8346/4790/8464/8284/26009/6187/23067/54815/8289/54623/23133/2033/80314/2146/8349/6599/29072/8370/9575/23326/7975/8726/5978/8242/8337/6628/9640/1105/10285/6605/6938/9646/23338/85236/8473/8518/605/57504",112
"R-HSA-109606","R-HSA-109606","Intrinsic Pathway for Apoptosis","25/2421","55/11287",0.454545454545455,2.11914685892381,4.34753845057038,5.86820353752697e-05,0.00207080457992305,0.00150071388746355,"7157/596/842/1029/27113/1687/54205/5534/56616/581/207/6774/840/5599/90427/836/637/841/331/7531/5366/2810/7533/7534/578",25
"R-HSA-69242","R-HSA-69242","S Phase","53/2421","150/11287",0.353333333333333,1.64728349167011,4.17022612645911,5.88569747193905e-05,0.00207080457992305,0.00150071388746355,"27338/119504/5111/51053/1019/10714/84515/1027/6233/5753/7465/990/57804/595/5700/5422/5704/207/5706/6117/7324/4331/5684/993/5695/5000/5689/5925/9134/23244/9837/4172/6119/84296/11047/7314/1017/3978/4176/51343/4609/23594/5713/54107/898/7979/10274/64682/2932/5885/4171/1026/994",53
"R-HSA-9839373","R-HSA-9839373","Signaling by TGFBR3","22/2421","46/11287",0.478260869565217,2.22971104286766,4.36699876579298,6.25420934900484e-05,0.00213205563282726,0.00154510257899259,"4089/6667/4325/5914/4656/7076/2247/192669/7048/7046/6925/27327/2033/4613/7049/3623/27161/6938/23112/26523/408/7040",22
"R-HSA-9700206","R-HSA-9700206","Signaling by ALK in cancer","36/2421","91/11287",0.395604395604396,1.84435638710732,4.22589399178622,6.4307942521472e-05,0.00213205563282726,0.00154510257899259,"7157/9451/4478/1051/6233/3065/4170/5291/22872/10817/2335/5903/6774/192669/4193/5599/27436/891/2305/7170/3799/1786/5925/5295/7535/7314/4869/2885/27161/3725/3726/7414/26523/3662/7171/1026",36
