"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9006927","R-HSA-9006927","Signaling by Non-Receptor Tyrosine Kinases","24/2421","54/11287",0.444444444444444,2.07205470650328,4.12638268537263,0.000127124170157035,0.00376875264217959,0.00273121833096585,"387/7314/5921/10457/2065/898/6233/5770/5753/3091/595/3845/1793/1019/3265/1398/1017/1956/4893/207/6774/6421/2064/1027",24
"R-HSA-8875656","R-HSA-8875656","MET receptor recycling","8/2421","10/11287",0.8,3.72969847170591,4.5125439067267,0.000131121816031094,0.00376875264217959,0.00273121833096585,"4233/3082/382/1398/2885/23163/1399/5867",8
"R-HSA-2173793","R-HSA-2173793","Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer","23/2421","51/11287",0.450980392156863,2.10252609924598,4.12355371258262,0.000133333943632135,0.00376875264217959,0.00273121833096585,"7314/3065/6497/6233/1024/4609/904/3726/142/6498/23439/1278/4221/2033/4087/6667/1025/4089/4092/5045/8239/9612/54778",23
"R-HSA-69615","R-HSA-69615","G1/S DNA Damage Checkpoints","28/2421","67/11287",0.417910447761194,1.94834994790607,4.06830169638142,0.000134606277022169,0.00376875264217959,0.00273121833096585,"7314/898/5684/6233/472/5689/7979/11200/993/1452/4194/1111/5700/1017/4193/5695/5706/2932/9134/5704/25946/1432/1029/11047/1027/5713/7157/1026",28
"R-HSA-157118","R-HSA-157118","Signaling by NOTCH","73/2421","229/11287",0.318777292576419,1.48617897617102,3.88399960706534,0.000135535187827804,0.00376875264217959,0.00273121833096585,"8367/3725/27327/3955/7314/6868/8970/8650/3065/142678/1387/182/5684/6233/8337/861/54567/10320/8359/121504/5689/1024/2683/8363/4609/23112/10402/6400/4855/7979/3091/9759/55869/8850/595/3021/408/4853/7534/102/8346/55294/2033/5700/85236/57534/5695/1956/5706/8349/1385/4851/554313/207/5704/488/8370/10460/1871/10014/26523/7091/23129/3014/8347/5045/27161/11047/9612/11060/5713/7157/192669",73
"R-HSA-8853884","R-HSA-8853884","Transcriptional Regulation by VENTX","19/2421","39/11287",0.487179487179487,2.27129073597475,4.15568945359777,0.000144269144810534,0.00387716511846197,0.0028097849472022,"27327/119504/79813/51343/3569/7324/64682/23112/595/4790/1051/1499/6934/51176/1029/26523/27338/7157/192669",19
"R-HSA-8934593","R-HSA-8934593","Regulation of RUNX1 Expression and Activity","11/2421","17/11287",0.647058823529412,3.01666788152684,4.34810915842226,0.000146180819431571,0.00387716511846197,0.0028097849472022,"27327/865/861/23112/595/6714/26523/1021/27161/894/192669",11
"R-HSA-9617828","R-HSA-9617828","FOXO-mediated transcription of cell cycle genes","11/2421","17/11287",0.647058823529412,3.01666788152684,4.34810915842226,0.000146180819431571,0.00387716511846197,0.0028097849472022,"2308/1647/4087/2309/2290/694/9314/4089/1027/857/1026",11
"R-HSA-162599","R-HSA-162599","Late Phase of HIV Life Cycle","48/2421","137/11287",0.35036496350365,1.63344458614857,3.89793894954582,0.000162463505661771,0.00421731504618027,0.00305629189686596,"100526767/7314/8148/4331/6884/6875/23511/5905/7936/51224/6233/8731/5434/348995/5435/904/2960/6829/23165/79643/5436/51652/9525/2958/6923/51497/91782/8480/155382/5478/27183/7514/51616/1025/10762/11097/55706/9972/4686/1104/6880/2957/79023/79720/5045/9688/5437/5903",48
"R-HSA-5674400","R-HSA-5674400","Constitutive Signaling by AKT1 E17K in Cancer","14/2421","25/11287",0.56,2.61078893019413,4.21312586248085,0.000166344212958387,0.00421731504618027,0.00305629189686596,"842/2308/79109/2309/4193/6199/1385/2932/207/2475/5170/84335/1027/1026",14
"R-HSA-9839394","R-HSA-9839394","TGFBR3 expression","14/2421","25/11287",0.56,2.61078893019413,4.21312586248085,0.000166344212958387,0.00421731504618027,0.00305629189686596,"27327/4656/7049/5914/23112/4613/6925/2033/6667/4089/6938/26523/27161/192669",14
"R-HSA-5683057","R-HSA-5683057","MAPK family signaling cascades","94/2421","312/11287",0.301282051282051,1.40461400777386,3.787210989253,0.000169778701646039,0.00424200698025756,0.00307418616305475,"2261/8682/3725/27327/6711/7314/5528/3690/152559/5921/51114/3717/10125/2065/5291/5684/6233/4233/5501/3569/25780/5155/5529/8036/3082/989/9462/1849/5908/5689/4609/23112/5527/5604/7979/5515/2308/2534/5597/3562/51104/5774/408/10156/983/3845/2335/8555/3568/10817/2118/1848/4296/3265/5700/5295/5245/2309/5695/1956/5706/5923/4893/5894/1445/808/7514/1847/1846/5156/5704/23463/5979/10434/2885/1843/200734/6714/7414/3570/2254/2247/9965/2064/8074/26523/161742/27161/11047/25759/2263/5058/5713/192669",94
"R-HSA-2990846","R-HSA-2990846","SUMOylation","62/2421","189/11287",0.328042328042328,1.5293737119429,3.83508034640897,0.000174550897284183,0.00425116518129688,0.00308082311934563,"8367/1786/9189/7155/3065/5111/1387/23511/5905/672/165918/10054/11315/51588/7020/8359/367/121504/3190/5914/8363/348995/9759/6294/80012/142/23165/7421/6117/6996/7150/1789/8480/2033/6045/3622/4193/4869/554313/9063/5885/10762/8370/10401/11097/55706/23314/9972/10274/1029/9212/79023/1487/2099/79677/9612/9688/7329/5610/7508/5903/7157",62
"R-HSA-9678108","R-HSA-9678108","SARS-CoV-1 Infection","49/2421","141/11287",0.347517730496454,1.62017043540416,3.87226124833305,0.000175076988324872,0.00425116518129688,0.00308082311934563,"100526767/7314/7533/7187/6189/59272/6233/26007/6206/861/64135/7189/5094/3656/4790/79643/6234/51652/3837/7534/91782/1915/7415/6201/2033/6667/4869/5478/5706/6192/9868/2932/6231/3838/6229/4089/9360/6187/30849/5170/23193/143/2810/5925/7329/7531/56965/857/2280",49
"R-HSA-6807070","R-HSA-6807070","PTEN Regulation","45/2421","127/11287",0.354330708661417,1.6519333782162,3.86079315298461,0.000191431914915627,0.00458373085159085,0.00332183375103079,"3725/27327/7314/2146/1457/3065/5684/6233/8726/5689/10273/23112/7979/80012/57167/8658/7874/6615/7101/6045/23186/5700/23466/5695/5706/5978/207/54815/5704/5728/331/2475/58528/57504/2444/1386/10014/26523/27161/11047/64121/11060/5713/7157/192669",45
"R-HSA-8878171","R-HSA-8878171","Transcriptional regulation by RUNX1","71/2421","224/11287",0.316964285714286,1.47772651501741,3.77372677795923,0.000201557965031202,0.00473083054499454,0.00342843702729974,"8367/27327/7314/1457/8970/4331/3065/1387/5196/865/5684/6233/8337/861/8359/121504/5689/8363/10413/23112/6599/1515/8013/7979/4602/80012/8850/595/3021/3562/23429/8085/8346/10138/2033/6045/5700/85236/50943/23466/5695/5706/8349/7082/8289/554313/58508/9757/5704/8370/3458/2624/3977/6714/6603/25/6938/6605/26523/2099/3014/8347/1021/27161/11047/860/10398/23067/5713/894/192669",71
"R-HSA-201451","R-HSA-201451","Signaling by BMP","16/2421","31/11287",0.516129032258065,2.40625707851994,4.09691619645131,0.00020580067161215,0.00473083054499454,0.00342843702729974,"659/11167/650/93/6497/4086/7049/64388/658/4093/3623/4091/657/94/4089/4092",16
"R-HSA-9932444","R-HSA-9932444","ATP-dependent chromatin remodelers","62/2421","190/11287",0.326315789473684,1.52132437661688,3.78691532323437,0.000205807593314728,0.00473083054499454,0.00342843702729974,"8367/8970/4656/3065/1387/10285/80205/3481/8337/10320/8359/5105/121504/8363/4780/6599/1665/10523/3021/23450/6925/10992/1105/54623/8346/10291/9275/6638/7182/2033/1499/85236/22807/23168/8110/8349/8289/554313/84991/8313/6628/7975/54815/11335/9646/64919/8370/10946/6603/9640/57504/6632/6938/6605/22806/605/10263/3014/8347/7329/23394/8193",62
"R-HSA-6806003","R-HSA-6806003","Regulation of TP53 Expression and Degradation","18/2421","37/11287",0.486486486486487,2.26805988144278,4.0370852249112,0.000220110897408914,0.00496094088204116,0.0035951981895083,"7314/6233/472/5527/639/5515/7874/79109/983/11200/4194/1017/4193/207/2475/1029/5170/7157",18
"R-HSA-9711123","R-HSA-9711123","Cellular response to chemical stress","64/2421","198/11287",0.323232323232323,1.50694887745693,3.76057386361708,0.000221573345659611,0.00496094088204116,0.0035951981895083,"7314/1457/9817/6347/2950/1387/672/80205/5684/6233/10061/2539/5753/54205/9429/571/5689/4512/4609/7001/4780/2936/4097/7979/2938/4790/1351/5580/4514/27244/1350/7415/2033/3162/5700/6667/9451/139285/4363/5695/5706/7086/4851/10935/2932/23657/207/645/7975/10628/5704/9377/6774/596/1029/83667/5469/11047/4513/9167/9612/7296/5713/1026",64
"R-HSA-9839923","R-HSA-9839923","Dengue Virus Infection","116/2421","402/11287",0.288557213930348,1.34528924974467,3.68370990012227,0.000225012038692019,0.00497334300903899,0.00360418602177417,"1973/8367/1994/7314/1654/8970/10945/8818/8896/317649/11052/10285/9685/51645/6233/2521/7991/8337/84061/53981/9343/8359/9672/64225/5434/64135/160/121504/4670/3190/8363/9716/1665/9785/3312/163/5435/10523/5094/10294/23450/550/54431/27238/79109/10992/25777/5436/6431/7448/3836/3837/54623/30835/8346/5824/10291/8813/1478/6385/1191/22863/3339/6638/7415/10949/1499/5295/6426/1977/85236/2817/5725/440689/23168/8349/23352/6184/7082/554313/9775/79869/7514/84991/6628/10084/26986/9646/8370/10946/3192/29959/2475/3838/2194/23524/4686/3181/6632/6773/811/30849/7099/55236/3304/8347/5045/1982/7431/2147/2239/7329/6432/5437/1993/23601",116
"R-HSA-69563","R-HSA-69563","p53-Dependent G1 DNA Damage Response","23/2421","53/11287",0.433962264150943,2.02318549172726,3.90147342153358,0.000269615227520312,0.00581020815306272,0.0042106629224662,"7314/898/5684/6233/472/5689/7979/11200/4194/5700/1017/4193/5695/5706/9134/5704/25946/1029/11047/1027/5713/7157/1026",23
"R-HSA-69580","R-HSA-69580","p53-Dependent G1/S DNA damage checkpoint","23/2421","53/11287",0.433962264150943,2.02318549172726,3.90147342153358,0.000269615227520312,0.00581020815306272,0.0042106629224662,"7314/898/5684/6233/472/5689/7979/11200/4194/5700/1017/4193/5695/5706/9134/5704/25946/1029/11047/1027/5713/7157/1026",23
"R-HSA-1227986","R-HSA-1227986","Signaling by ERBB2","22/2421","50/11287",0.44,2.05133415943825,3.89317693251654,0.000286906539450029,0.00608726061894492,0.00441144308643556,"387/7314/2065/5581/6233/55914/5753/10273/2534/3845/5580/9101/3265/5295/1956/4893/2886/207/2885/6714/2064/7525",22
"R-HSA-2173788","R-HSA-2173788","Downregulation of TGF-beta receptor signaling","14/2421","26/11287",0.538461538461538,2.51037397134051,4.02889771440371,0.000289533277699236,0.00608726061894492,0.00441144308643556,"7314/5499/6233/5501/7046/10273/9110/4087/7514/4092/9958/7048/23645/7040",14
"R-HSA-9825892","R-HSA-9825892","Regulation of MITF-M-dependent genes involved in cell cycle and proliferation","11/2421","18/11287",0.611111111111111,2.84907522144201,4.10252934478563,0.000303028784309608,0.00629423643553933,0.00456143864146948,"3065/994/4233/595/891/1499/1017/6934/51176/1029/1026",11
"R-HSA-9694516","R-HSA-9694516","SARS-CoV-2 Infection","90/2421","301/11287",0.299003322259136,1.39399029258111,3.6203664043884,0.000307508804871945,0.00631125213808611,0.00457376993596461,"100526767/7314/7533/7187/51114/1387/7096/10454/23511/23367/6189/59272/6233/26007/7991/6206/84061/9672/11253/64135/348995/84818/63982/7189/9908/23165/3656/79643/4124/6234/51652/7534/6385/22863/3339/91782/51128/1452/7415/6201/8480/25921/5648/2817/3455/6192/6184/7082/9868/2932/207/2530/6628/57617/10762/6231/3456/10146/57101/11097/55706/3838/9972/6229/6885/6632/6773/6187/6606/79023/65082/30849/5170/23193/10802/8829/5045/143/2810/5925/2239/6607/7555/9688/7329/7531/56965/857/3454/5903",90
"R-HSA-186763","R-HSA-186763","Downstream signal transduction","15/2421","29/11287",0.517241379310345,2.41144297739606,3.976813901221,0.000315107158738686,0.00635618887255562,0.00460633562667704,"5921/5291/5155/3845/3265/1398/5295/4893/2886/5156/6774/2885/6714/6778/1399",15
"R-HSA-5633008","R-HSA-5633008","TP53 Regulates Transcription of Cell Death Genes","20/2421","44/11287",0.454545454545455,2.11914685892381,3.88665388285132,0.000317072066728413,0.00635618887255562,0.00460633562667704,"1387/94241/472/8795/79370/27113/55240/10397/55367/1121/637/5366/835/839/581/64065/9540/5875/8738/7157",20
"R-HSA-9937848","R-HSA-9937848","CHD chromatin remodelers","53/2421","159/11287",0.333333333333333,1.55404102987746,3.67650774973493,0.00032216377493046,0.00638402698827716,0.00462650993345092,"8367/8970/4656/3065/1387/10285/80205/3481/8337/10320/8359/5105/121504/8363/4780/1665/10523/3021/23450/6925/10992/1105/54623/8346/10291/6638/7182/2033/1499/85236/22807/23168/8349/554313/84991/8313/6628/7975/54815/11335/9646/8370/10946/9640/57504/6632/6938/22806/10263/3014/8347/7329/23394",53
"R-HSA-8941326","R-HSA-8941326","RUNX2 regulates bone development","16/2421","32/11287",0.5,2.33106154481619,3.94006993316192,0.000330137161206639,0.00646768711273006,0.0046871384987007,"4086/865/367/10413/9759/4091/632/6714/121340/23314/25/2736/4089/5925/860/7525",16
"R-HSA-9013424","R-HSA-9013424","RHOV GTPase cycle","18/2421","38/11287",0.473684210526316,2.20837409508902,3.89887938818659,0.000334998675524705,0.00648918782701788,0.00470272008512123,"6711/81839/94134/55789/9815/84612/4296/1969/5295/667/7170/79598/171177/9352/7171/8239/56924/5058",18
"R-HSA-2219528","R-HSA-2219528","PI3K/AKT Signaling in Cancer","40/2421","112/11287",0.357142857142857,1.66504396058299,3.69606119827199,0.000352006381095383,0.00674287778898267,0.00488656942209962,"2261/2065/5291/4233/5155/3082/842/2308/2534/7409/940/79109/5293/5295/2309/4193/1956/6199/1385/2932/207/5156/4916/5728/2885/9846/2475/6714/2254/2247/9965/2064/8074/5170/84335/5294/2099/1027/2263/1026",40
"R-HSA-69481","R-HSA-69481","G2/M Checkpoints","52/2421","156/11287",0.333333333333333,1.55404102987746,3.64116777000127,0.000365070039266466,0.00691627195269656,0.00501222832396483,"8367/7314/8970/6119/7533/672/165918/4171/5684/6233/29086/51588/472/8359/84515/121504/5689/8363/7979/891/6117/983/7534/11200/80010/993/8346/7465/4176/1111/5700/1017/85236/5695/5706/8349/554313/7336/83990/5704/4172/8370/23594/990/3014/5000/8347/11047/2810/7531/5713/7157",52
"R-HSA-5621575","R-HSA-5621575","CD209 (DC-SIGN) signaling","12/2421","21/11287",0.571428571428571,2.66407033693279,3.98841193546427,0.000382813915522534,0.00717359989522661,0.00519871410863584,"1387/5971/3384/2534/4790/3845/30835/2033/3265/4893/5894/5058",12
"R-HSA-9764562","R-HSA-9764562","Regulation of CDH1 mRNA translation by microRNAs","8/2421","11/11287",0.727272727272727,3.3906349742781,4.14510591458841,0.000389884054975627,0.00722752807288151,0.00523779590607677,"27327/4609/23112/999/4613/26523/27161/192669",8
"R-HSA-212165","R-HSA-212165","Epigenetic regulation of gene expression","94/2421","320/11287",0.29375,1.36949865757951,3.50386598104608,0.000447267507404745,0.00811897048585799,0.00588382500124013,"8367/1786/8800/51562/10474/2146/8970/26993/4331/3065/1387/79813/8473/7700/8337/5166/9968/8359/8467/3720/22880/5434/8726/121504/1024/8363/22822/6599/9370/5435/10514/8850/57325/3021/55617/6839/6996/121536/23411/8085/8346/51003/54737/9275/1789/4221/2033/9443/85236/200424/8110/79862/7695/948/8349/1050/8289/554313/11176/2932/7343/58508/9757/29915/54815/11335/55596/26147/79447/8370/10793/23272/9439/6603/25/57504/340252/9969/6605/605/54790/3014/5469/8347/26009/5925/9612/7329/23067/5437/55683/55422/8193/23517",94
"R-HSA-2559580","R-HSA-2559580","Oxidative Stress Induced Senescence","43/2421","124/11287",0.346774193548387,1.61670397463058,3.60828374488613,0.00044739106505598,0.00811897048585799,0.00588382500124013,"8367/3725/27327/7314/2146/8970/1032/6233/8337/8359/8726/121504/8363/23135/23112/80012/2353/3021/1870/1019/8346/6045/4194/85236/4193/5599/23466/8349/554313/8370/1432/3456/9448/5609/1871/1029/26523/3014/8347/1021/6416/7157/192669",43
"R-HSA-376176","R-HSA-376176","Signaling by ROBO receptors","63/2421","199/11287",0.316582914572864,1.47594851581327,3.53967558776451,0.000464501849560285,0.00834167904835345,0.00604522209096763,"387/6128/7314/6136/6170/6168/6175/6189/5684/22794/6233/6158/6206/5689/7979/9939/4440/6387/9045/6167/6234/6122/6157/1287/23380/6176/6923/6201/5700/5576/2817/23332/5695/5706/7408/80728/6192/2107/9775/7852/26986/5704/6152/23708/9495/5217/6231/6714/25/6229/4686/6187/6137/6133/6159/8829/11047/56924/5058/5713/23521/65109/27",63
"R-HSA-162909","R-HSA-162909","Host Interactions of HIV factors","41/2421","117/11287",0.35042735042735,1.63373544166605,3.60062501394565,0.000470188147817804,0.00835674604987519,0.00605614116012816,"7314/375/23511/5905/5684/6233/160/5689/348995/7979/163/904/2534/23165/940/3836/3837/6923/8480/5700/4869/5478/5695/5706/130340/7514/1025/292/5704/10762/11097/55706/9972/1104/79023/11047/9688/5713/5903/920/3159",41
"R-HSA-9696273","R-HSA-9696273","RND1 GTPase cycle","19/2421","42/11287",0.452380952380952,2.10905568340513,3.76271930190972,0.000479831963394387,0.00844112556012167,0.00611729106489077,"81839/57449/55789/22800/9462/7037/57579/57216/10817/8502/1969/5295/2319/667/2886/9528/9352/5783/857",19
"R-HSA-5689896","R-HSA-5689896","Ovarian tumor domain proteases","18/2421","39/11287",0.461538461538462,2.15174911829187,3.76492294691834,0.000498481130422566,0.00863229323281843,0.00625583044423711,"387/7314/7187/6233/55611/64135/78990/7189/983/7415/55432/5728/324/2099/7128/54764/7157/56957",18
"R-HSA-6804757","R-HSA-6804757","Regulation of TP53 Degradation","17/2421","36/11287",0.472222222222222,2.20155812565974,3.7731496199363,0.000510727325839605,0.00863229323281843,0.00625583044423711,"7314/6233/472/5527/5515/7874/79109/983/11200/4194/1017/4193/207/2475/1029/5170/7157",17
"R-HSA-9687139","R-HSA-9687139","Aberrant regulation of mitotic cell cycle due to RB1 defects","17/2421","36/11287",0.472222222222222,2.20155812565974,3.7731496199363,0.000510727325839605,0.00863229323281843,0.00625583044423711,"119504/898/51343/7324/64682/595/1870/1019/1017/9134/1871/1021/1027/5925/27338/894/1026",17
"R-HSA-2173796","R-HSA-2173796","SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription","17/2421","36/11287",0.472222222222222,2.20155812565974,3.7731496199363,0.000510727325839605,0.00863229323281843,0.00625583044423711,"7314/3065/6233/1024/4609/904/3726/1278/4221/2033/4087/6667/1025/4089/4092/5045/54778",17
"R-HSA-3371556","R-HSA-3371556","Cellular response to heat stress","33/2421","89/11287",0.370786516853933,1.72865238154909,3.60619091262259,0.000522611759315766,0.0087129945452029,0.00631431475579703,"6119/1387/23511/3308/472/259217/9531/3305/348995/3312/23165/6117/23411/1915/3297/7415/8480/2033/6782/9530/27000/2932/10762/2475/11097/55706/9972/79023/84335/3304/9688/7531/5903",33
"R-HSA-9614085","R-HSA-9614085","FOXO-mediated transcription","26/2421","65/11287",0.4,1.86484923585295,3.65397445082735,0.00052560987975702,0.0087129945452029,0.00631431475579703,"10370/3065/1387/23460/5105/91584/27113/8850/2308/1647/7534/23411/2033/4087/2309/356/207/10628/2290/694/9314/4089/1027/2810/857/1026",26
"R-HSA-9909649","R-HSA-9909649","Regulation of PD-L1(CD274) transcription","36/2421","100/11287",0.36,1.67836431226766,3.56048964816716,0.000572257833007783,0.00939592861052779,0.006809237669331,"8367/3725/2146/8970/1387/467/8337/8359/8726/121504/8363/4609/4780/10413/3091/4613/2353/3021/4790/8346/2033/1499/85236/6934/8349/51176/554313/58508/6774/8370/2354/7005/3014/8347/3727/23476",36
"R-HSA-8986944","R-HSA-8986944","Transcriptional Regulation by MECP2","25/2421","62/11287",0.403225806451613,1.8798883425937,3.63022704561399,0.000579737712405468,0.00942894166214177,0.0068331622566653,"27327/3064/3065/5770/4233/54487/4208/23112/814/114787/4988/6657/5816/1385/3930/808/6515/2290/5728/2903/9212/26523/27161/9612/192669",25
"R-HSA-6791312","R-HSA-6791312","TP53 Regulates Transcription of Cell Cycle Genes","21/2421","49/11287",0.428571428571429,1.99805275269959,3.65856333030688,0.000603284003637736,0.00972020207730333,0.00704423893388493,"144455/5111/4850/898/28984/1647/891/1820/983/2033/1017/7832/4869/9134/85456/25946/581/1027/2810/7157/1026",21
"R-HSA-3371453","R-HSA-3371453","Regulation of HSF1-mediated heat shock response","27/2421","69/11287",0.391304347826087,1.82430903507354,3.58889243340147,0.000623618614469455,0.00995480084579019,0.0072142528662779,"6119/23511/3308/472/259217/9531/3305/348995/3312/23165/6117/23411/3297/8480/6782/9530/27000/2932/10762/11097/55706/9972/79023/3304/9688/7531/5903",27
"R-HSA-6804116","R-HSA-6804116","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest","9/2421","14/11287",0.642857142857143,2.99707912904939,3.90699712406933,0.000656736881902622,0.0102928580400011,0.0074592432101413,"144455/898/1820/1017/9134/25946/1027/7157/1026",9
"R-HSA-9027284","R-HSA-9027284","Erythropoietin activates RAS","9/2421","14/11287",0.642857142857143,2.99707912904939,3.90699712406933,0.000656736881902622,0.0102928580400011,0.0074592432101413,"3717/2056/7409/3845/2057/3265/4893/2885/1399",9
"R-HSA-912631","R-HSA-912631","Regulation of signaling by CBL","12/2421","22/11287",0.545454545454545,2.54297623070857,3.78537171321541,0.000678440107633685,0.0105372139239682,0.00763632813264352,"7314/5291/6233/2534/7409/5293/1398/5295/2885/29760/1399/7525",12
"R-HSA-5633007","R-HSA-5633007","Regulation of TP53 Activity","51/2421","156/11287",0.326923076923077,1.52415562545674,3.4447603461788,0.000688779279067684,0.010602281045649,0.00768348233254742,"5565/7314/8148/1457/3065/6119/6884/6875/79813/672/6233/94241/472/90809/5527/5457/639/5515/6117/7874/79109/983/11200/80010/64769/2033/4194/3622/1111/1017/4193/204851/8851/207/51616/83990/54815/25946/387893/5571/1432/2475/5562/6880/1029/79837/9212/5170/8445/9891/7157",51
"R-HSA-166058","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","39/2421","112/11287",0.348214285714286,1.62341786156842,3.4647191840263,0.000735651212210527,0.011125111314482,0.0080623778849482,"3725/7314/5528/4214/7096/10454/6233/9683/6279/4208/351/1849/3146/5604/5515/7189/2353/3656/4790/9097/1848/5599/6271/948/1385/841/1846/1845/1432/5609/6885/57161/1386/11274/7099/6416/28511/6195/7157",39
"R-HSA-168188","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","39/2421","112/11287",0.348214285714286,1.62341786156842,3.4647191840263,0.000735651212210527,0.011125111314482,0.0080623778849482,"3725/7314/5528/4214/7096/10454/6233/9683/6279/4208/351/1849/3146/5604/5515/7189/2353/3656/4790/9097/1848/5599/6271/948/1385/841/1846/1845/1432/5609/6885/57161/1386/11274/7099/6416/28511/6195/7157",39
"R-HSA-9006335","R-HSA-9006335","Signaling by Erythropoietin","13/2421","25/11287",0.52,2.42430400660884,3.725362109085,0.000742488418569453,0.0111308698575108,0.00806655110610996,"3717/5291/2056/7409/3845/5293/2057/3265/5295/4893/2885/5294/1399",13
"R-HSA-9634815","R-HSA-9634815","Transcriptional Regulation by NPAS4","16/2421","34/11287",0.470588235294118,2.19394027747406,3.64327083010813,0.000779464110669015,0.0115844493689085,0.00839526057412204,"27327/1387/6722/9915/23112/2353/10135/4193/5978/8851/7514/5979/2669/26523/27161/192669",16
"R-HSA-195253","R-HSA-195253","Degradation of beta-catenin by the destruction complex","27/2421","70/11287",0.385714285714286,1.79824747742963,3.50067480648791,0.00081060548104205,0.0119443064044145,0.00865604928200939,"7314/5528/3065/5684/6233/5529/5689/5527/7979/5515/1452/1499/5700/6934/139285/5695/5706/51176/2932/5704/324/1487/7091/11047/54764/5713/23401",27
"R-HSA-927802","R-HSA-927802","Nonsense-Mediated Decay (NMD)","38/2421","109/11287",0.348623853211009,1.62532731565166,3.4280105557078,0.000833187246865243,0.0120707127192914,0.00874765604878888,"6128/6136/6170/6168/6175/6189/22794/6233/6158/6206/5515/55802/9939/9045/6167/6234/6122/6157/6176/23049/6201/23293/6192/2107/9775/26986/6152/23708/6231/6229/4686/6187/6137/6133/6159/5520/23521/65109",38
"R-HSA-975957","R-HSA-975957","Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)","38/2421","109/11287",0.348623853211009,1.62532731565166,3.4280105557078,0.000833187246865243,0.0120707127192914,0.00874765604878888,"6128/6136/6170/6168/6175/6189/22794/6233/6158/6206/5515/55802/9939/9045/6167/6234/6122/6157/6176/23049/6201/23293/6192/2107/9775/26986/6152/23708/6231/6229/4686/6187/6137/6133/6159/5520/23521/65109",38
"R-HSA-196299","R-HSA-196299","Beta-catenin phosphorylation cascade","10/2421","17/11287",0.588235294117647,2.74242534684258,3.75681869973416,0.000879352351648694,0.0126086560982324,0.00913750408528288,"5528/5529/5527/5515/1452/1499/139285/2932/324/23401",10
"R-HSA-168255","R-HSA-168255","Influenza Infection","49/2421","150/11287",0.326666666666667,1.52296020927991,3.3692537441525,0.000884946280676404,0.0126086560982324,0.00913750408528288,"6128/6136/6170/6168/23511/6175/6189/6233/6158/6206/5434/348995/5435/142/23165/9045/6167/6234/5436/3836/6122/6157/3837/6176/6201/8480/6192/7514/6152/10762/6231/11097/55706/3838/9972/6229/1211/811/6187/79023/6137/6133/6159/9688/5437/5610/5903/23521/7040",49
"R-HSA-2173789","R-HSA-2173789","TGF-beta receptor signaling activates SMADs","20/2421","47/11287",0.425531914893617,1.98388216580101,3.53193267071847,0.000901651399830931,0.0127413689615453,0.00923368121322129,"7314/3690/5499/6233/5501/7049/7046/10273/9110/2200/4087/7514/4089/4092/5045/9958/2280/7048/23645/7040",20
"R-HSA-430116","R-HSA-430116","GP1b-IX-V activation signalling","8/2421","12/11287",0.666666666666667,3.10808205975492,3.81789002480026,0.000949202673311457,0.0130914032703116,0.0094873513824624,"2316/2815/7534/1278/5295/5894/6714/2812",8
"R-HSA-9673767","R-HSA-9673767","Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants","8/2421","12/11287",0.666666666666667,3.10808205975492,3.81789002480026,0.000949202673311457,0.0130914032703116,0.0094873513824624,"5291/3845/3265/5295/4893/5156/6774/2885",8
"R-HSA-9673770","R-HSA-9673770","Signaling by PDGFRA extracellular domain mutants","8/2421","12/11287",0.666666666666667,3.10808205975492,3.81789002480026,0.000949202673311457,0.0130914032703116,0.0094873513824624,"5291/3845/3265/5295/4893/5156/6774/2885",8
"R-HSA-3769402","R-HSA-3769402","Deactivation of the beta-catenin transactivating complex","19/2421","44/11287",0.431818181818182,2.01318951597762,3.51867758457137,0.000970928278041,0.0132847646931959,0.00962748057448541,"7314/3065/25776/6233/7534/4221/1499/6657/6934/51176/207/7514/9757/331/324/1487/7091/6658/6659",19
"R-HSA-448424","R-HSA-448424","Interleukin-17 signaling","27/2421","71/11287",0.380281690140845,1.77292004817006,3.41388038673042,0.00104459479649648,0.0141801687335428,0.0102763806644637,"3725/7314/5528/10454/6233/64806/4208/1849/5604/84818/5515/7189/2353/3656/4790/1848/5599/1385/55540/1846/1845/1432/5609/6885/1386/6416/6195",27
"R-HSA-5693606","R-HSA-5693606","DNA Double Strand Break Response","29/2421","78/11287",0.371794871794872,1.73335345640178,3.39610230208038,0.00105628978276585,0.0142269030116275,0.0103102490366038,"8367/9682/7314/8970/672/165918/6233/29086/51588/472/8359/8467/121504/8363/11200/8346/85236/5599/8314/8349/554313/7336/8370/3838/25/3014/8347/7329/7157",29
"R-HSA-9607240","R-HSA-9607240","FLT3 Signaling","17/2421","38/11287",0.447368421052632,2.08568664536186,3.50302220217567,0.00109997959696649,0.0143781771631198,0.0104198775462951,"7314/5795/6233/10019/2534/3845/3265/5295/2309/4893/1445/207/2885/9846/1027/9306/27",17
